,Ticker,Hurst Exponent,t_statistic,p_value
273,MDT,0.6063534346186922,4.17784586616539,2.9428296308475765e-05
274,MET,0.5571363638061964,2.2444683821568394,0.02480228103444304
275,META,0.6383216633051216,5.433642940750469,5.5215014116427596e-08
276,MGM,0.5664691249022263,2.61108406791021,0.009025570361756774
277,MHK,0.5718215445919178,2.8213413534857295,0.004782328519058909
278,MKC,0.621138153942723,4.758628976102317,1.9491233196333724e-06
279,MKTX,0.6617961031604664,6.35578139224307,2.07369676985536e-10
280,MLM,0.6013822039295749,3.982562698689452,6.817613103260456e-05
281,MMC,0.6711916599965606,6.724863861734836,1.7575718658235928e-11
282,MMM,0.5973775504752542,3.825249256584424,0.00013063984131167494
283,MNST,0.591864672132883,3.6086887282298425,0.0003077485931153312
284,MO,0.5970759764529722,3.8134026266485774,0.00013706654323719647
285,MOH,0.6123057426738133,4.411668362743796,1.0257714567529774e-05
286,MOS,0.5185739766888203,0.7296352205817888,0.4656131874647742
287,MPC,0.6273917591378942,5.004287225945851,5.606910380429042e-07
288,MPWR,0.6730111087546946,6.796336649615387,1.0731193711421838e-11
289,MRK,0.6039197138690694,4.082242840182575,4.460315443699514e-05
290,MS,0.614536327293418,4.499291661093858,6.818026186072856e-06
291,MSCI,0.6720274803598882,6.7576971093145195,1.4020118399571402e-11
292,MSFT,0.6726829027146154,6.783443843165727,1.173439123647313e-11
293,MSI,0.6439373852557931,5.6542434396555015,1.565342211407028e-08
294,MTB,0.5647905038395367,2.545143366580159,0.010923288016957189
295,MTCH,0.6036344232776498,4.071035866733231,4.680454154715186e-05
296,MTD,0.6372625486274536,5.3920380984268075,6.96629927077197e-08
297,MU,0.6208332251264174,4.746650560931762,2.0681279224721294e-06
298,NCLH,0.5013997112628478,0.054984382350035665,0.9561509060483389
299,NDAQ,0.6665575396246507,6.5428232844040695,6.036815491938796e-11
300,NDSN,0.6019542240108541,4.005033169347067,6.200877951156869e-05
301,NEE,0.6636123647178463,6.4271289783984225,1.3003642607145594e-10
302,NEM,0.5272100204871659,1.0688819972589956,0.28512284497692697
303,NFLX,0.6668118906287582,6.552814868548724,5.646239031875666e-11
304,NI,0.6244417930157556,4.888404708254799,1.016563830891215e-06
305,NKE,0.6237202117319345,4.860059075652308,1.1735072973362293e-06
306,NOC,0.6946408513071386,7.646010483214998,2.0650148258027912e-14
307,NOW,0.6446615304716996,5.682689790331669,1.3259264131093573e-08
